Localización;Edad;Sexo;Causa De Muerte O Lesión;Porcentaje Del Total Muertes 2017;Variación Porcentual Anual Muertes 2010-2017
Sudafrica;40 a 50 años;Hombres;Multiple myeloma;0,07508;0,09568
Sudafrica;40 a 50 años;Hombres;Leukemia;0,08365;-0,02757
Sudafrica;40 a 50 años;Hombres;Other malignant neoplasms;0,00872;0,00186
Sudafrica;40 a 50 años;Hombres;Other neoplasms;0,14114;0,06435
Sudafrica;40 a 50 años;Hombres;Rheumatic heart disease;0,15717;0,13526
Sudafrica;40 a 50 años;Hombres;Ischemic heart disease;0,09319;0,11131
Sudafrica;40 a 50 años;Hombres;Stroke;0,00554;0,11326
Sudafrica;40 a 50 años;Hombres;Hypertensive heart disease;0,14002;-0,04176
Sudafrica;40 a 50 años;Hombres;Cardiomyopathy and myocarditis;0,05974;0,1383
Sudafrica;40 a 50 años;Hombres;Atrial fibrillation and flutter;0,15333;-0,00669
Sudafrica;40 a 50 años;Hombres;Aortic aneurysm;0,08769;0,173
Sudafrica;40 a 50 años;Hombres;Peripheral artery disease;0,10012;-0,0412
Sudafrica;40 a 50 años;Hombres;Endocarditis;0,03317;-0,05006
Sudafrica;40 a 50 años;Hombres;Non-rheumatic valvular heart disease;0,06386;-0,12377
Sudafrica;40 a 50 años;Hombres;Other cardiovascular and circulatory diseases;0,08849;-0,15842
Sudafrica;40 a 50 años;Hombres;Chronic obstructive pulmonary disease;0,06159;0,10164
Sudafrica;40 a 50 años;Hombres;Pneumoconiosis;0,0916;-0,13761
Sudafrica;40 a 50 años;Hombres;Asthma;0,10249;0,03079
Sudafrica;40 a 50 años;Hombres;Interstitial lung disease and pulmonary sarcoidosis;0,05556;0,14604
Sudafrica;40 a 50 años;Hombres;Other chronic respiratory diseases;0,13775;-0,11125
Sudafrica;40 a 50 años;Hombres;Cirrhosis and other chronic liver diseases;0,0604;-0,13539
Sudafrica;40 a 50 años;Hombres;Appendicitis;0,1204;-0,10703
Sudafrica;40 a 50 años;Hombres;Paralytic ileus and intestinal obstruction;0,05296;0,11864
Sudafrica;40 a 50 años;Hombres;Inguinal, femoral, and abdominal hernia;0,13347;0,1784
Sudafrica;40 a 50 años;Hombres;Inflammatory bowel disease;0,09235;0,16406
Sudafrica;40 a 50 años;Hombres;Vascular intestinal disorders;0,13792;0,18681
Sudafrica;40 a 50 años;Hombres;Gallbladder and biliary diseases;0,13614;0,1187
Sudafrica;40 a 50 años;Hombres;Pancreatitis;0,08363;0,19498
Sudafrica;40 a 50 años;Hombres;Other digestive diseases;0,04054;-0,12973
Sudafrica;40 a 50 años;Hombres;Alzheimer's disease and other dementias;0,13377;-0,13373
Sudafrica;40 a 50 años;Hombres;Parkinson's disease;0,13689;-0,08137
Sudafrica;40 a 50 años;Hombres;Epilepsy;0,14391;-0,05607
Sudafrica;40 a 50 años;Hombres;Multiple sclerosis;0,11188;0,07253
Sudafrica;40 a 50 años;Hombres;Motor neuron disease;0,0807;-0,1189
Sudafrica;40 a 50 años;Hombres;Other neurological disorders;0,13442;-0,14471
Sudafrica;40 a 50 años;Hombres;Schizophrenia;0,00124;-0,02154
Sudafrica;40 a 50 años;Hombres;Alcohol use disorders;0,04414;-0,08304
Sudafrica;40 a 50 años;Hombres;Drug use disorders;0,10324;0,16465
Sudafrica;40 a 50 años;Hombres;Depressive disorders;0,15597;0,06849
Sudafrica;40 a 50 años;Hombres;Bipolar disorder;0,13954;0,03564
Sudafrica;40 a 50 años;Hombres;Anxiety disorders;0,07891;-0,07345
Sudafrica;40 a 50 años;Hombres;Eating disorders;0,08467;0,12024
Sudafrica;40 a 50 años;Hombres;Autism spectrum disorders;0,1502;-0,03573
Sudafrica;40 a 50 años;Hombres;Attention-deficit/hyperactivity disorder;0,13;0,06984
Sudafrica;40 a 50 años;Hombres;Conduct disorder;0,07144;0,05067
Sudafrica;40 a 50 años;Hombres;Idiopathic developmental intellectual disability;0,02199;0,04143
Sudafrica;40 a 50 años;Hombres;Other mental disorders;0,13512;0,14298
Sudafrica;40 a 50 años;Hombres;Diabetes mellitus;0,00249;0,12911
Sudafrica;40 a 50 años;Hombres;Acute glomerulonephritis;0,11386;-0,00316
Sudafrica;40 a 50 años;Hombres;Chronic kidney disease;0,0132;0,00662
Sudafrica;40 a 50 años;Hombres;Urinary diseases and male infertility;0,12071;0,14855
Sudafrica;40 a 50 años;Hombres;Gynecological diseases;0,03041;0,09426
Sudafrica;40 a 50 años;Hombres;Hemoglobinopathies and hemolytic anemias;0,15861;-0,00404
Sudafrica;40 a 50 años;Hombres;Endocrine, metabolic, blood, and immune disorders;0,08679;0,1664
Sudafrica;40 a 50 años;Hombres;Rheumatoid arthritis;0,05495;-0,04779
Sudafrica;40 a 50 años;Hombres;Osteoarthritis;0,0991;-0,13884
Sudafrica;40 a 50 años;Hombres;Low back pain;0,06769;-0,12021
Sudafrica;40 a 50 años;Hombres;Neck pain;0,08543;0,07766
Sudafrica;40 a 50 años;Hombres;Gout;0,14169;0,11554
Sudafrica;40 a 50 años;Hombres;Other musculoskeletal disorders;0,05586;-0,01871
Sudafrica;40 a 50 años;Hombres;Congenital birth defects;0,07331;-0,11387
Sudafrica;40 a 50 años;Hombres;Dermatitis;0,01775;-0,0466
Sudafrica;40 a 50 años;Hombres;Psoriasis;0,08129;-0,14247
Sudafrica;40 a 50 años;Hombres;Scabies;0,07139;-0,05206
Sudafrica;40 a 50 años;Hombres;Fungal skin diseases;0,1499;0,09827
Sudafrica;40 a 50 años;Hombres;Viral skin diseases;0,04672;-0,11015
Sudafrica;40 a 50 años;Hombres;Acne vulgaris;0,05886;0,10894
Sudafrica;40 a 50 años;Hombres;Alopecia areata;0,0234;-0,14778
Sudafrica;40 a 50 años;Hombres;Pruritus;0,14556;0,07797
Sudafrica;40 a 50 años;Hombres;Urticaria;0,11615;0,08625
Sudafrica;40 a 50 años;Hombres;Decubitus ulcer;0,00523;-0,08986
Sudafrica;40 a 50 años;Hombres;Other skin and subcutaneous diseases;0,02619;-0,10059
Sudafrica;40 a 50 años;Hombres;Age-related and other hearing loss;0,15461;0,17717
Sudafrica;40 a 50 años;Hombres;Other sense organ diseases;0,04175;0,06933
Sudafrica;40 a 50 años;Hombres;Oral disorders;0,04787;-0,17545
Sudafrica;40 a 50 años;Hombres;Sudden infant death syndrome;0,15789;-0,10451
Sudafrica;40 a 50 años;Hombres;Road injuries;0,04326;0,03881
Sudafrica;40 a 50 años;Hombres;Other transport injuries;0,06909;0,00876
Sudafrica;40 a 50 años;Hombres;Falls;0,0643;-0,14658
Sudafrica;40 a 50 años;Hombres;Drowning;0,14222;-0,03092
Sudafrica;40 a 50 años;Hombres;Fire, heat, and hot substances;0,02139;-0,03681
Sudafrica;40 a 50 años;Hombres;Poisonings;0,11035;0,14871
Sudafrica;40 a 50 años;Hombres;Exposure to mechanical forces;0,00239;0,11208
Sudafrica;40 a 50 años;Hombres;Adverse effects of medical treatment;0,04309;-0,0327
Sudafrica;40 a 50 años;Hombres;Animal contact;0,04797;0,1227
Sudafrica;40 a 50 años;Hombres;Foreign body;0,15096;-0,1126
Sudafrica;40 a 50 años;Hombres;Other unintentional injuries;0,13157;-0,12901
Sudafrica;40 a 50 años;Hombres;Self-harm;0,07321;0,08294
Sudafrica;40 a 50 años;Hombres;Interpersonal violence;0,15525;0,11474
Sudafrica;40 a 50 años;Hombres;Exposure to forces of nature;0,12122;0,09263
Sudafrica;40 a 50 años;Hombres;Environmental heat and cold exposure;0,13922;-0,05174
Sudafrica;40 a 50 años;Hombres;Ebola;0,07284;0,09889
Sudafrica;40 a 50 años;Hombres;Executions and police conflict;0,10282;0,02256
Sudafrica;40 a 50 años;Hombres;Zika virus;0,08275;0,14639
Sudafrica;40 a 50 años;Hombres;Guinea worm disease;0,1136;-0,00397
Sudafrica;40 a 50 años;Hombres;Conflict and terrorism;0,02658;0,16608
Sudafrica;40 a 50 años;Hombres;Typhoid and paratyphoid;0,10972;-0,07254
Sudafrica;40 a 50 años;Hombres;Invasive Non-typhoidal Salmonella (iNTS);0,14793;0,01399
Sudafrica;40 a 50 años;Hombres;Headache disorders;0,00581;-0,08877
Sudafrica;40 a 50 años;Hombres;Bacterial skin diseases;0,06193;-0,11551
Sudafrica;40 a 50 años;Hombres;Blindness and vision impairment;0,00559;0,18808
Sudafrica;40 a 50 años;Hombres;Upper digestive system diseases;0,14682;0,01087
Alemania;10 a 20 años;Mujeres;Tuberculosis;0,05581;0,18639
Alemania;10 a 20 años;Mujeres;HIV/AIDS;0,03925;-0,01672
Alemania;10 a 20 años;Mujeres;Diarrheal diseases;0,11506;-0,03162
Alemania;10 a 20 años;Mujeres;Other intestinal infectious diseases;0,05879;-0,0898
Alemania;10 a 20 años;Mujeres;Lower respiratory infections;0,1327;-0,06046
Alemania;10 a 20 años;Mujeres;Upper respiratory infections;0,06783;-0,09398
Alemania;10 a 20 años;Mujeres;Otitis media;0,03331;0,19608
Alemania;10 a 20 años;Mujeres;Meningitis;0,12501;0,03954
Alemania;10 a 20 años;Mujeres;Encephalitis;0,13912;-0,07103
Alemania;10 a 20 años;Mujeres;Diphtheria;0,0108;-0,13613
Alemania;10 a 20 años;Mujeres;Whooping cough;0,11554;-0,0077
Alemania;10 a 20 años;Mujeres;Tetanus;0,0085;-0,03874
Alemania;10 a 20 años;Mujeres;Measles;0,07159;0,16078
Alemania;10 a 20 años;Mujeres;Varicella and herpes zoster;0,109;-0,02045
Alemania;10 a 20 años;Mujeres;Malaria;0,09984;-0,06974
Alemania;10 a 20 años;Mujeres;Chagas disease;0,06207;0,05834
Alemania;10 a 20 años;Mujeres;Leishmaniasis;0,13943;0,09611
Alemania;10 a 20 años;Mujeres;African trypanosomiasis;0,0745;0,14711
Alemania;10 a 20 años;Mujeres;Schistosomiasis;0,06338;0,09305
Alemania;10 a 20 años;Mujeres;Cysticercosis;0,02049;-0,15479
Alemania;10 a 20 años;Mujeres;Cystic echinococcosis;0,02177;-0,17571
Alemania;10 a 20 años;Mujeres;Lymphatic filariasis;0,02478;0,11991
Alemania;10 a 20 años;Mujeres;Onchocerciasis;0,00484;-0,11356
Alemania;10 a 20 años;Mujeres;Trachoma;0,04472;-0,02611
Alemania;10 a 20 años;Mujeres;Dengue;0,15264;-0,00959
Alemania;10 a 20 años;Mujeres;Yellow fever;0,08377;0,14584
Alemania;10 a 20 años;Mujeres;Rabies;0,06728;-0,04415
Alemania;10 a 20 años;Mujeres;Intestinal nematode infections;0,09919;0,11249
Alemania;10 a 20 años;Mujeres;Food-borne trematodiases;0,03885;-0,13051
Alemania;10 a 20 años;Mujeres;Other neglected tropical diseases;0,04274;-0,0976
Alemania;10 a 20 años;Mujeres;Maternal disorders;0,1292;0,08938
Alemania;10 a 20 años;Mujeres;Neonatal disorders;0,13416;0,089
Alemania;10 a 20 años;Mujeres;Protein-energy malnutrition;0,12071;0,09755
Alemania;10 a 20 años;Mujeres;Iodine deficiency;0,023;0,03349
Alemania;10 a 20 años;Mujeres;Vitamin A deficiency;0,12038;0,11001
Alemania;10 a 20 años;Mujeres;Dietary iron deficiency;0,12826;-0,00199
Alemania;10 a 20 años;Mujeres;Other nutritional deficiencies;0,15273;-0,01323
Alemania;10 a 20 años;Mujeres;Sexually transmitted infections excluding HIV;0,10182;-0,01117
Alemania;10 a 20 años;Mujeres;Acute hepatitis;0,08721;-0,06395
Alemania;10 a 20 años;Mujeres;Leprosy;0,10889;-0,0284
Alemania;10 a 20 años;Mujeres;Other unspecified infectious diseases;0,04534;-0,01095
Alemania;10 a 20 años;Mujeres;Esophageal cancer;0,13445;-0,17287
Alemania;10 a 20 años;Mujeres;Stomach cancer;0,10862;0,03255
Alemania;10 a 20 años;Mujeres;Liver cancer;0,0409;0,16134
Alemania;10 a 20 años;Mujeres;Larynx cancer;0,14504;-0,16989
Alemania;10 a 20 años;Mujeres;Tracheal, bronchus, and lung cancer;0,09212;-0,08476
Alemania;10 a 20 años;Mujeres;Breast cancer;0,04222;0,11382
Alemania;10 a 20 años;Mujeres;Cervical cancer;0,0837;-0,03664
Alemania;10 a 20 años;Mujeres;Uterine cancer;0,13401;0,00813
Alemania;10 a 20 años;Mujeres;Prostate cancer;0,14497;0,09515
Alemania;10 a 20 años;Mujeres;Colon and rectum cancer;0,11412;0,05272
Alemania;10 a 20 años;Mujeres;Lip and oral cavity cancer;0,12645;0,16133
Alemania;10 a 20 años;Mujeres;Nasopharynx cancer;0,04906;-0,00067
Alemania;10 a 20 años;Mujeres;Other pharynx cancer;0,12554;-0,03705
Alemania;10 a 20 años;Mujeres;Gallbladder and biliary tract cancer;0,02796;-0,00209
Alemania;10 a 20 años;Mujeres;Pancreatic cancer;0,07295;0,03152
Alemania;10 a 20 años;Mujeres;Malignant skin melanoma;0,12763;-0,02603
Alemania;10 a 20 años;Mujeres;Non-melanoma skin cancer;0,0943;-0,06815
Alemania;10 a 20 años;Mujeres;Ovarian cancer;0,01385;0,1213
Alemania;10 a 20 años;Mujeres;Testicular cancer;0,14215;0,15719
Alemania;10 a 20 años;Mujeres;Kidney cancer;0,06239;-0,00524
Alemania;10 a 20 años;Mujeres;Bladder cancer;0,15209;0,13205
Alemania;10 a 20 años;Mujeres;Brain and nervous system cancer;0,025;0,19332
Alemania;10 a 20 años;Mujeres;Thyroid cancer;0,01956;0,07272
Alemania;10 a 20 años;Mujeres;Mesothelioma;0,07009;0,03634
Alemania;10 a 20 años;Mujeres;Hodgkin lymphoma;0,09162;0,03779
Alemania;10 a 20 años;Mujeres;Non-Hodgkin lymphoma;0,02109;0,01886
Alemania;10 a 20 años;Mujeres;Multiple myeloma;0,07235;0,19003
Alemania;10 a 20 años;Mujeres;Leukemia;0,00417;0,10585
Alemania;10 a 20 años;Mujeres;Other malignant neoplasms;0,14464;0,16391
Alemania;10 a 20 años;Mujeres;Other neoplasms;0,06374;0,00779
Alemania;10 a 20 años;Mujeres;Rheumatic heart disease;0,0083;-0,18119
Alemania;10 a 20 años;Mujeres;Ischemic heart disease;0,07679;0,1934
Alemania;10 a 20 años;Mujeres;Stroke;0,01135;-0,01223
Alemania;10 a 20 años;Mujeres;Hypertensive heart disease;0,07491;0,08088
Alemania;10 a 20 años;Mujeres;Cardiomyopathy and myocarditis;0,02965;-0,13702
Alemania;10 a 20 años;Mujeres;Atrial fibrillation and flutter;0,07576;0,19325
Alemania;10 a 20 años;Mujeres;Aortic aneurysm;0,14736;-0,08206
Alemania;10 a 20 años;Mujeres;Peripheral artery disease;0,07493;-0,00476
Alemania;10 a 20 años;Mujeres;Endocarditis;0,11163;0,10496
Alemania;10 a 20 años;Mujeres;Non-rheumatic valvular heart disease;0,0514;0,08574
Alemania;10 a 20 años;Mujeres;Other cardiovascular and circulatory diseases;0,08266;0,17808
Alemania;10 a 20 años;Mujeres;Chronic obstructive pulmonary disease;0,0286;0,18282
Alemania;10 a 20 años;Mujeres;Pneumoconiosis;0,1037;0,03829
Alemania;10 a 20 años;Mujeres;Asthma;0,02088;0,13757
Alemania;10 a 20 años;Mujeres;Interstitial lung disease and pulmonary sarcoidosis;0,09684;0,00501
Alemania;10 a 20 años;Mujeres;Other chronic respiratory diseases;0,04113;0,09116
Alemania;10 a 20 años;Mujeres;Cirrhosis and other chronic liver diseases;0,14289;-0,14337
Alemania;10 a 20 años;Mujeres;Appendicitis;0,14983;0,01654
Alemania;10 a 20 años;Mujeres;Paralytic ileus and intestinal obstruction;0,06886;-0,15671
Alemania;10 a 20 años;Mujeres;Inguinal, femoral, and abdominal hernia;0,06689;-0,06527
Alemania;10 a 20 años;Mujeres;Inflammatory bowel disease;0,0817;0,12068
Alemania;10 a 20 años;Mujeres;Vascular intestinal disorders;0,13233;-0,04825
Alemania;10 a 20 años;Mujeres;Gallbladder and biliary diseases;0,04425;0,09036
Alemania;10 a 20 años;Mujeres;Pancreatitis;0,15827;-0,06918
Alemania;10 a 20 años;Mujeres;Other digestive diseases;0,11936;0,11563
Alemania;10 a 20 años;Mujeres;Alzheimer's disease and other dementias;0,00177;0,08092
Alemania;10 a 20 años;Mujeres;Parkinson's disease;0,01027;-0,11913
Alemania;10 a 20 años;Mujeres;Epilepsy;0,10309;-0,00022
Alemania;10 a 20 años;Mujeres;Multiple sclerosis;0,04929;0,14384
Alemania;10 a 20 años;Mujeres;Motor neuron disease;0,10903;0,09543
Alemania;10 a 20 años;Mujeres;Other neurological disorders;0,01208;0,10167
Alemania;10 a 20 años;Mujeres;Schizophrenia;0,06451;0,14955
Alemania;10 a 20 años;Mujeres;Alcohol use disorders;0,01514;-0,05109
Alemania;10 a 20 años;Mujeres;Drug use disorders;0,01386;0,13114
Alemania;10 a 20 años;Mujeres;Depressive disorders;0,04333;0,08481
Alemania;10 a 20 años;Mujeres;Bipolar disorder;0,01252;-0,04609
Alemania;10 a 20 años;Mujeres;Anxiety disorders;0,09033;-0,07844
Alemania;10 a 20 años;Mujeres;Eating disorders;0,02648;-0,05367
Alemania;10 a 20 años;Mujeres;Autism spectrum disorders;0,09385;-0,06458
Alemania;10 a 20 años;Mujeres;Attention-deficit/hyperactivity disorder;0,06022;0,18002
Alemania;10 a 20 años;Mujeres;Conduct disorder;0,03321;-0,18101
Alemania;10 a 20 años;Mujeres;Idiopathic developmental intellectual disability;0,13662;-0,10389
Alemania;10 a 20 años;Mujeres;Other mental disorders;0,09554;0,02961
Alemania;10 a 20 años;Mujeres;Diabetes mellitus;0,13917;-0,0753
Alemania;10 a 20 años;Mujeres;Acute glomerulonephritis;0,03194;0,09407
Alemania;10 a 20 años;Mujeres;Chronic kidney disease;0,06749;-0,10762
Alemania;10 a 20 años;Mujeres;Urinary diseases and male infertility;0,01077;-0,13859
Alemania;10 a 20 años;Mujeres;Gynecological diseases;0,00965;-0,06635
Alemania;10 a 20 años;Mujeres;Hemoglobinopathies and hemolytic anemias;0,15205;-0,07013
Alemania;10 a 20 años;Mujeres;Endocrine, metabolic, blood, and immune disorders;0,00177;0,10807
Alemania;10 a 20 años;Mujeres;Rheumatoid arthritis;0,09874;-0,02104
Alemania;10 a 20 años;Mujeres;Osteoarthritis;0,10075;-0,02862
Alemania;10 a 20 años;Mujeres;Low back pain;0,0131;-0,10929
Alemania;10 a 20 años;Mujeres;Neck pain;0,14553;-0,00231
Alemania;10 a 20 años;Mujeres;Gout;0,1065;-0,17697
Alemania;10 a 20 años;Mujeres;Other musculoskeletal disorders;0,05996;-0,10208
Alemania;10 a 20 años;Mujeres;Congenital birth defects;0,11084;-0,11841
Alemania;10 a 20 años;Mujeres;Dermatitis;0,00868;0,19647
Alemania;10 a 20 años;Mujeres;Psoriasis;0,07913;-0,10852
Alemania;10 a 20 años;Mujeres;Scabies;0,12469;0,18844
Alemania;10 a 20 años;Mujeres;Fungal skin diseases;0,08222;-0,15857
Alemania;10 a 20 años;Mujeres;Viral skin diseases;0,08666;0,0736
Alemania;10 a 20 años;Mujeres;Acne vulgaris;0,05466;0,14676
Alemania;10 a 20 años;Mujeres;Alopecia areata;0,0906;0,1259
Alemania;10 a 20 años;Mujeres;Pruritus;0,10821;0,19219
Alemania;10 a 20 años;Mujeres;Urticaria;0,11054;-0,07187
Alemania;10 a 20 años;Mujeres;Decubitus ulcer;0,12525;-0,04414
Alemania;10 a 20 años;Mujeres;Other skin and subcutaneous diseases;0,15342;0,00666
Alemania;10 a 20 años;Mujeres;Age-related and other hearing loss;0,02651;0,19575
Alemania;10 a 20 años;Mujeres;Other sense organ diseases;0,07105;0,0557
Alemania;10 a 20 años;Mujeres;Oral disorders;0,00657;0,05094
Alemania;10 a 20 años;Mujeres;Sudden infant death syndrome;0,11508;-0,16068
Alemania;10 a 20 años;Mujeres;Road injuries;0,10888;0,16246
Alemania;10 a 20 años;Mujeres;Other transport injuries;0,14815;-0,04597
Alemania;10 a 20 años;Mujeres;Falls;0,13127;0,13477
Alemania;10 a 20 años;Mujeres;Drowning;0,14647;0,15191
Alemania;10 a 20 años;Mujeres;Fire, heat, and hot substances;0,14562;-0,12878
Alemania;10 a 20 años;Mujeres;Poisonings;0,04114;0,0631
Alemania;10 a 20 años;Mujeres;Exposure to mechanical forces;0,11534;0,13729
Alemania;10 a 20 años;Mujeres;Adverse effects of medical treatment;0,09318;-0,0387
Alemania;10 a 20 años;Mujeres;Animal contact;0,00962;0,06602
Alemania;10 a 20 años;Mujeres;Foreign body;0,1449;-0,11326
Alemania;10 a 20 años;Mujeres;Other unintentional injuries;0,08496;-0,1273
Alemania;10 a 20 años;Mujeres;Self-harm;0,07197;0,12065
Alemania;10 a 20 años;Mujeres;Interpersonal violence;0,03682;-0,17322
Alemania;10 a 20 años;Mujeres;Exposure to forces of nature;0,00051;0,09142
Alemania;10 a 20 años;Mujeres;Environmental heat and cold exposure;0,09241;0,12025
Alemania;10 a 20 años;Mujeres;Ebola;0,07629;0,07449
Alemania;10 a 20 años;Mujeres;Executions and police conflict;0,06857;-0,0162
Alemania;10 a 20 años;Mujeres;Zika virus;0,11609;0,18342
Alemania;10 a 20 años;Mujeres;Guinea worm disease;0,07508;0,15682
Alemania;10 a 20 años;Mujeres;Conflict and terrorism;0,06077;-0,15443
Alemania;10 a 20 años;Mujeres;Typhoid and paratyphoid;0,13706;0,03327
Alemania;10 a 20 años;Mujeres;Invasive Non-typhoidal Salmonella (iNTS);0,08056;0,0807
Alemania;10 a 20 años;Mujeres;Headache disorders;0,00585;0,15065
Alemania;10 a 20 años;Mujeres;Bacterial skin diseases;0,08496;0,0316
Alemania;10 a 20 años;Mujeres;Blindness and vision impairment;0,05079;0,18842
Alemania;10 a 20 años;Mujeres;Upper digestive system diseases;0,04203;-0,12282
Alemania;10 a 20 años;Hombres;Tuberculosis;0,08321;-0,01522
Alemania;10 a 20 años;Hombres;HIV/AIDS;0,14907;0,08063
Alemania;10 a 20 años;Hombres;Diarrheal diseases;0,12309;0,0152
Alemania;10 a 20 años;Hombres;Other intestinal infectious diseases;0,10019;0,1604
Alemania;10 a 20 años;Hombres;Lower respiratory infections;0,08953;-0,00717
Alemania;10 a 20 años;Hombres;Upper respiratory infections;0,07282;-0,13972
Alemania;10 a 20 años;Hombres;Otitis media;0,08251;0,13551
Alemania;10 a 20 años;Hombres;Meningitis;0,13908;0,05953
Alemania;10 a 20 años;Hombres;Encephalitis;0,05951;0,05167
Alemania;10 a 20 años;Hombres;Diphtheria;0,03965;0,01551
Alemania;10 a 20 años;Hombres;Whooping cough;0,01376;0,16579
Alemania;10 a 20 años;Hombres;Tetanus;0,00726;0,09295
Alemania;10 a 20 años;Hombres;Measles;0,05134;0,00557
Alemania;10 a 20 años;Hombres;Varicella and herpes zoster;0,09594;-0,10163
Alemania;10 a 20 años;Hombres;Malaria;0,08349;0,04688
Alemania;10 a 20 años;Hombres;Chagas disease;0,09669;-0,08015
Alemania;10 a 20 años;Hombres;Leishmaniasis;0,06547;-0,04683
Alemania;10 a 20 años;Hombres;African trypanosomiasis;0,14745;0,06129
Alemania;10 a 20 años;Hombres;Schistosomiasis;0,10302;-0,14739
Alemania;10 a 20 años;Hombres;Cysticercosis;0,15665;-0,16573
Alemania;10 a 20 años;Hombres;Cystic echinococcosis;0,08016;0,14985
Alemania;10 a 20 años;Hombres;Lymphatic filariasis;0,04407;-0,05134
Alemania;10 a 20 años;Hombres;Onchocerciasis;0,09149;0,19378
Alemania;10 a 20 años;Hombres;Trachoma;0,10389;0,1788
Alemania;10 a 20 años;Hombres;Dengue;0,1293;0,06253
Alemania;10 a 20 años;Hombres;Yellow fever;0,06982;0,07966
Alemania;10 a 20 años;Hombres;Rabies;0,02472;0,18253
Alemania;10 a 20 años;Hombres;Intestinal nematode infections;0,12336;0,19011
Alemania;10 a 20 años;Hombres;Food-borne trematodiases;0,11975;0,05716
Alemania;10 a 20 años;Hombres;Other neglected tropical diseases;0,11032;0,14084
Alemania;10 a 20 años;Hombres;Maternal disorders;0,04817;0,16757
Alemania;10 a 20 años;Hombres;Neonatal disorders;0,10691;0,10278
Alemania;10 a 20 años;Hombres;Protein-energy malnutrition;0,12601;-0,06408
Alemania;10 a 20 años;Hombres;Iodine deficiency;0,00753;-0,08232
Alemania;10 a 20 años;Hombres;Vitamin A deficiency;0,0263;0,11738
Alemania;10 a 20 años;Hombres;Dietary iron deficiency;0,09327;-0,0537
Alemania;10 a 20 años;Hombres;Other nutritional deficiencies;0,12219;0,08234
Alemania;10 a 20 años;Hombres;Sexually transmitted infections excluding HIV;0,00492;-0,11312
Alemania;10 a 20 años;Hombres;Acute hepatitis;0,10939;0,02312
Alemania;10 a 20 años;Hombres;Leprosy;0,04292;-0,09984
Alemania;10 a 20 años;Hombres;Other unspecified infectious diseases;0,05316;-0,00147
Alemania;10 a 20 años;Hombres;Esophageal cancer;0,03368;0,09687
Alemania;10 a 20 años;Hombres;Stomach cancer;0,04614;-0,13772
Alemania;10 a 20 años;Hombres;Liver cancer;0,13438;-0,16958
Alemania;10 a 20 años;Hombres;Larynx cancer;0,0261;0,00311
Alemania;10 a 20 años;Hombres;Tracheal, bronchus, and lung cancer;0,15795;-0,00325
Alemania;10 a 20 años;Hombres;Breast cancer;0,09763;-0,17223
Alemania;10 a 20 años;Hombres;Cervical cancer;0,11937;-0,07841
Alemania;10 a 20 años;Hombres;Uterine cancer;0,04097;-0,11397
Alemania;10 a 20 años;Hombres;Prostate cancer;0,13827;-0,18112
Alemania;10 a 20 años;Hombres;Colon and rectum cancer;0,11905;-0,05616
Alemania;10 a 20 años;Hombres;Lip and oral cavity cancer;0,00995;-0,05646
Alemania;10 a 20 años;Hombres;Nasopharynx cancer;0,12852;-0,17872
Alemania;10 a 20 años;Hombres;Other pharynx cancer;0,12479;0,18635
Alemania;10 a 20 años;Hombres;Gallbladder and biliary tract cancer;0,01166;-0,05177
Alemania;10 a 20 años;Hombres;Pancreatic cancer;0,12202;-0,13599
Alemania;10 a 20 años;Hombres;Malignant skin melanoma;0,11019;-0,007
Alemania;10 a 20 años;Hombres;Non-melanoma skin cancer;0,06298;-0,14904
Alemania;10 a 20 años;Hombres;Ovarian cancer;0,12052;0,1116
Alemania;10 a 20 años;Hombres;Testicular cancer;0,10409;-0,09138
Alemania;10 a 20 años;Hombres;Kidney cancer;0,12871;0,04324
Alemania;10 a 20 años;Hombres;Bladder cancer;0,07859;-0,12627
Alemania;10 a 20 años;Hombres;Brain and nervous system cancer;0,09559;-0,06697
Alemania;10 a 20 años;Hombres;Thyroid cancer;0,13116;-0,02455
Alemania;10 a 20 años;Hombres;Mesothelioma;0,04034;0,17473
Alemania;10 a 20 años;Hombres;Hodgkin lymphoma;0,08122;0,19448
Alemania;10 a 20 años;Hombres;Non-Hodgkin lymphoma;0,06454;-0,08688
Alemania;10 a 20 años;Hombres;Multiple myeloma;0,07162;-0,05829
Alemania;10 a 20 años;Hombres;Leukemia;0,13971;0,05594
Alemania;10 a 20 años;Hombres;Other malignant neoplasms;0,14392;-0,16056
Alemania;10 a 20 años;Hombres;Other neoplasms;0,0472;0,16575
Alemania;10 a 20 años;Hombres;Rheumatic heart disease;0,15883;0,13891
Alemania;10 a 20 años;Hombres;Ischemic heart disease;0,09355;-0,09393
Alemania;10 a 20 años;Hombres;Stroke;0,13597;-0,16177
Alemania;10 a 20 años;Hombres;Hypertensive heart disease;0,14678;-0,02725
Alemania;10 a 20 años;Hombres;Cardiomyopathy and myocarditis;0,10167;-0,04168
Alemania;10 a 20 años;Hombres;Atrial fibrillation and flutter;0,04375;-0,18124
Alemania;10 a 20 años;Hombres;Aortic aneurysm;0,15383;-0,16781
Alemania;10 a 20 años;Hombres;Peripheral artery disease;0,07346;-0,17475
Alemania;10 a 20 años;Hombres;Endocarditis;0,01365;-0,00138
Alemania;10 a 20 años;Hombres;Non-rheumatic valvular heart disease;0,01541;-0,11816
